instance,seed,qubits,conflicts,exact_status,exact_objective,quantum_objective,greedy_objective,p_opt,p_feasible,uniform_p_opt,hit16,uniform_hit16,cnot_full,cnot_auto,depth_full,depth_auto,phase_max_error,evaluations,quantum_seconds,milp_seconds,exact_seconds
evaluation-n3-d2.json,8,6,4,optimal,11,11,,0.3032496871284798,0.577804709352304,0.125,0.996915144977993,0.8819329129787512,23,17,25,20,1.3877787807814457e-16,113,0.08401714700448792,0.001244475002749823,5.5931988754309714e-05
evaluation-n3-d2.json,9,6,4,optimal,11,11,,0.30369608967564926,0.5787273672567317,0.125,0.9969466165611854,0.8819329129787512,23,17,25,20,2.220446049250313e-16,108,0.08025632999488153,0.001244475002749823,5.5931988754309714e-05
evaluation-n5-d0.json,0,10,4,optimal,14,14,14,0.14888613732585426,0.6826006472445605,0.03125,0.924176709493591,0.3982896965679276,33,23,19,13,6.245004513516506e-17,120,0.1199818029999733,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,1,10,4,optimal,14,14,14,0.15391007374171398,0.6898178718120321,0.03125,0.931029338977486,0.3982896965679276,33,23,19,13,6.938893903907228e-17,120,0.1220032509882003,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,2,10,4,optimal,14,14,14,0.15375650706760255,0.6912794720883982,0.03125,0.9308287735321289,0.3982896965679276,33,23,19,13,2.220446049250313e-16,120,0.1287448140064953,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,3,10,4,optimal,14,14,14,0.15439933176326684,0.6903619461773607,0.03125,0.9316647039880024,0.3982896965679276,33,23,19,13,8.326672684688674e-17,120,0.13007842599472497,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,4,10,4,optimal,14,14,14,0.15019233115370492,0.6832910928158356,0.03125,0.9260172730594365,0.3982896965679276,33,23,19,13,8.326672684688674e-17,120,0.13068487998680212,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,5,10,4,optimal,14,14,14,0.15360566390143654,0.683896815326513,0.03125,0.9306312328953271,0.3982896965679276,33,23,19,13,1.1102230246251565e-16,120,0.12346870900364593,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,6,10,4,optimal,14,14,14,0.07105348656912548,0.6598172328124025,0.03125,0.6924955925837699,0.3982896965679276,33,23,19,13,9.71445146547012e-17,120,0.128270942994277,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,7,10,4,optimal,14,14,14,0.11073812351617535,0.3715063048106658,0.03125,0.8470763041592233,0.3982896965679276,33,23,19,13,1.1102230246251565e-16,120,0.11623611400136724,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,8,10,4,optimal,14,14,14,0.1502393752132088,0.6829355076852326,0.03125,0.9260827749986074,0.3982896965679276,33,23,19,13,8.326672684688674e-17,120,0.12447628499649,0.001137906001531519,0.00023214900284074247
evaluation-n5-d0.json,9,10,4,optimal,14,14,14,0.1540201372801822,0.6863067919577166,0.03125,0.9311727516914418,0.3982896965679276,33,23,19,13,8.326672684688674e-17,120,0.12005432599107735,0.001137906001531519,0.00023214900284074247
evaluation-n5-d1.json,0,10,7,optimal,17,17,,0.20868812498041134,0.20868812498041134,0.03125,0.9763646014474594,0.3982896965679276,39,29,25,22,4.85722573273506e-17,120,0.12320387500221841,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,1,10,7,optimal,17,17,,0.20895347370594453,0.20895347370594453,0.03125,0.976491092655261,0.3982896965679276,39,29,25,22,8.326672684688674e-17,120,0.18161357899953146,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,2,10,7,optimal,17,17,,0.20765894433039456,0.20765894433039456,0.03125,0.9758679311232057,0.3982896965679276,39,29,25,22,8.326672684688674e-17,120,0.12733137600298505,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,3,10,7,optimal,17,17,,0.21105362119707766,0.21105362119707766,0.03125,0.9774700725002086,0.3982896965679276,39,29,25,22,8.326672684688674e-17,120,0.1356646149943117,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,4,10,7,optimal,17,17,,0.12173111461468031,0.12173111461468031,0.03125,0.8746743531212642,0.3982896965679276,39,29,25,22,1.8041124150158794e-16,120,0.12897052899643313,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,5,10,7,optimal,17,17,,0.20652699885007852,0.20652699885007852,0.03125,0.9753103767206317,0.3982896965679276,39,29,25,22,5.551115123125783e-17,120,0.12436825600161683,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,6,10,7,optimal,17,17,,0.04492129182463776,0.04492129182463776,0.03125,0.5206788271942103,0.3982896965679276,39,29,25,22,1.249000902703301e-16,120,0.12145106100069825,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,7,10,7,optimal,17,17,,0.2068007802411285,0.2068007802411285,0.03125,0.9754463278125904,0.3982896965679276,39,29,25,22,5.551115123125783e-17,120,0.12487438000971451,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,8,10,7,optimal,17,17,,0.2068797945002781,0.2068797945002781,0.03125,0.9754854330740601,0.3982896965679276,39,29,25,22,1.1102230246251565e-16,120,0.1267120429984061,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d1.json,9,10,7,optimal,17,17,,0.20724863406064953,0.20724863406064953,0.03125,0.975667205739247,0.3982896965679276,39,29,25,22,1.1102230246251565e-16,120,0.13200859499920625,0.0012583929928950965,0.00028245199064258486
evaluation-n5-d2.json,0,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,9.020562075079397e-17,108,0.1358335239929147,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,1,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,6.938893903907228e-17,108,0.1288047169946367,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,2,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,4.163336342344337e-17,99,0.11825067800236866,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,3,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,5.551115123125783e-17,101,0.11575913400156423,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,4,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,4.163336342344337e-17,100,0.11919978199875914,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,5,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,8.326672684688674e-17,120,0.14341584598878399,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,6,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,9.71445146547012e-17,95,0.10533250200387556,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,7,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,5.898059818321144e-17,109,0.12429187100497074,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,8,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,9.71445146547012e-17,120,0.14604124400648288,0.0012513070105342194,0.00038583800778724253
evaluation-n5-d2.json,9,10,16,infeasible,,,,0.0,0.0,0.0,0.0,0.0,57,47,49,36,9.71445146547012e-17,103,0.11645812299684621,0.0012513070105342194,0.00038583800778724253
evaluation-n6-d0.json,0,12,2,optimal,15,15,20,0.0357539201563212,0.992473071769231,0.015625,0.441521947460459,0.22273482905658715,34,22,17,13,3.469446951953614e-17,120,0.2384694189968286,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,1,12,2,optimal,15,15,20,0.03574065960473795,0.99950502126734,0.015625,0.4413990495227953,0.22273482905658715,34,22,17,13,4.5102810375396984e-17,120,0.23753514300915413,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,2,12,2,optimal,15,15,20,0.035701748198829174,0.9996087965373013,0.015625,0.44103827474624646,0.22273482905658715,34,22,17,13,4.85722573273506e-17,120,0.2487923370063072,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,3,12,2,optimal,15,15,20,0.035683476780396635,0.9996507548213737,0.015625,0.4408687923265722,0.22273482905658715,34,22,17,13,2.7755575615628914e-17,120,0.23546254300163127,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,4,12,2,optimal,15,15,20,0.032209449131407636,0.881942263626101,0.015625,0.40775413096036034,0.22273482905658715,34,22,17,13,3.8163916471489756e-17,120,0.23280842599342577,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,5,12,2,optimal,15,15,20,0.03558613845642055,0.9993135130061771,0.015625,0.43996508711861176,0.22273482905658715,34,22,17,13,4.163336342344337e-17,120,0.23271166199992876,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,6,12,2,optimal,15,15,20,0.018933455133375812,0.5742715555635826,0.015625,0.26349540797125,0.22273482905658715,34,22,17,13,3.469446951953614e-17,120,0.25660091199097224,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,7,12,2,optimal,15,15,20,0.03583971562805053,0.9986413803859654,0.015625,0.4423164820078257,0.22273482905658715,34,22,17,13,3.469446951953614e-17,120,0.25715542199031916,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,8,12,2,optimal,15,15,20,0.035697968952831886,0.9996287284761802,0.015625,0.44100322308536555,0.22273482905658715,34,22,17,13,5.551115123125783e-17,120,0.2564655799942557,0.001361773000098765,0.0005678860034095123
evaluation-n6-d0.json,9,12,2,optimal,15,15,20,0.03566625608118624,0.9996669334851729,0.015625,0.440709012091302,0.22273482905658715,34,22,17,13,3.469446951953614e-17,120,0.24818098101241048,0.001361773000098765,0.0005678860034095123
evaluation-n6-d1.json,0,12,7,optimal,25,25,,0.18422738386391713,0.33645825495026405,0.03125,0.9615314368475951,0.3982896965679276,44,32,27,25,5.551115123125783e-17,120,0.25963094701000955,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,1,12,7,optimal,25,25,,0.1819251786569768,0.3330699253559119,0.03125,0.9597571788218093,0.3982896965679276,44,32,27,25,9.71445146547012e-17,120,0.2635834629909368,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,2,12,7,optimal,25,25,,0.18775592114085737,0.3413849178961884,0.03125,0.964109057313271,0.3982896965679276,44,32,27,25,8.326672684688674e-17,120,0.27507112998864613,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,3,12,7,optimal,25,25,,0.1832764431924382,0.3350663252150785,0.03125,0.9608076491361791,0.3982896965679276,44,32,27,25,1.1102230246251565e-16,120,0.2742265069973655,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,4,12,7,optimal,25,25,,0.19033675076038742,0.34259973227537077,0.03125,0.9658908550752449,0.3982896965679276,44,32,27,25,5.551115123125783e-17,120,0.26511729799676687,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,5,12,7,optimal,25,25,,0.18364953358576427,0.33559346624456193,0.03125,0.9610931273480599,0.3982896965679276,44,32,27,25,6.938893903907228e-17,120,0.2604449819918955,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,6,12,7,optimal,25,25,,0.18318424578268244,0.33498279581943285,0.03125,0.9607368003083875,0.3982896965679276,44,32,27,25,5.551115123125783e-17,120,0.275019943001098,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,7,12,7,optimal,25,25,,0.18590313254669344,0.33892972297393775,0.03125,0.9627764886716013,0.3982896965679276,44,32,27,25,5.551115123125783e-17,120,0.2778877079981612,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,8,12,7,optimal,25,25,,0.1834369758616738,0.3353078808437865,0.03125,0.9609307240471632,0.3982896965679276,44,32,27,25,5.551115123125783e-17,120,0.2632162569934735,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d1.json,9,12,7,optimal,25,25,,0.18289200059964045,0.3345086878466239,0.03125,0.9605114310409637,0.3982896965679276,44,32,27,25,8.326672684688674e-17,120,0.2540054019918898,0.0012901910085929558,0.0007505779940402135
evaluation-n6-d2.json,0,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,2.7755575615628914e-17,120,0.29949891300930176,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,1,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,4.163336342344337e-17,120,0.2955925109999953,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,2,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,3.2959746043559335e-17,120,0.3084908849996282,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,3,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,6.245004513516506e-17,120,0.3045785389986122,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,4,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,4.163336342344337e-17,120,0.2973008650005795,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,5,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,7.632783294297951e-17,120,0.3036734789930051,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,6,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,2.42861286636753e-17,120,0.31049920700024813,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,7,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,6.938893903907228e-17,120,0.29714077900280245,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,8,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,4.163336342344337e-17,120,0.301209523997386,0.0013372789981076494,0.0006637119950028136
evaluation-n6-d2.json,9,12,15,infeasible,,,,0.0,0.0,0.0,0.0,0.0,60,48,34,26,5.551115123125783e-17,117,0.30030054500093684,0.0013372789981076494,0.0006637119950028136
evaluation-n8-d0.json,0,16,1,optimal,14,14,14,0.0021769764107421627,0.8228835665564912,0.00390625,0.034268652374718184,0.060701904106183556,42,26,20,13,1.0408340855860843e-17,120,0.8439834150049137,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,1,16,1,optimal,14,14,14,0.01087267159460469,0.9970286334030908,0.00390625,0.16047193869031595,0.060701904106183556,42,26,20,13,1.3877787807814457e-17,120,0.7325944409967633,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,2,16,1,optimal,14,14,14,0.010939438236260986,0.996694589100695,0.00390625,0.16137817754976735,0.060701904106183556,42,26,20,13,1.3010426069826053e-17,120,0.7584884050011169,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,3,16,1,optimal,14,14,14,0.010978485343988351,0.9963861971170641,0.00390625,0.16190774775286199,0.060701904106183556,42,26,20,13,8.673617379884035e-18,120,0.7560670590028167,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,4,16,1,optimal,14,14,14,0.0007763604758730299,0.9990130506519102,0.00390625,0.01234970072984027,0.060701904106183556,42,26,20,13,1.3877787807814457e-17,120,0.8476358350017108,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,5,16,1,optimal,14,14,14,0.010852151592303329,0.9971185572058877,0.00390625,0.16019323162542526,0.060701904106183556,42,26,20,13,1.214306433183765e-17,120,0.8181990459997905,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,6,16,1,optimal,14,16,14,0.0007663156715016207,0.9993331195061481,0.00390625,0.012190833358699298,0.060701904106183556,42,26,20,13,1.3877787807814457e-17,120,0.8315619829954812,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,7,16,1,optimal,14,14,14,0.010972302979788132,0.9954201898030154,0.00390625,0.16182392131417206,0.060701904106183556,42,26,20,13,1.1275702593849246e-17,120,0.7735890460025985,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,8,16,1,optimal,14,14,14,0.010975194190733988,0.9965119716401358,0.00390625,0.16186312411070156,0.060701904106183556,42,26,20,13,1.0408340855860843e-17,120,0.7964400019991444,0.0015075100091053173,0.003714959995704703
evaluation-n8-d0.json,9,16,1,optimal,14,14,14,0.010890649108780574,0.9969470386910183,0.00390625,0.1607160418715548,0.060701904106183556,42,26,20,13,1.5612511283791264e-17,120,0.7942655150109204,0.0015075100091053173,0.003714959995704703
evaluation-n8-d1.json,0,16,8,optimal,22,23,23,0.006623252220371681,0.3198442984207425,0.00390625,0.10086719718369297,0.060701904106183556,56,40,22,17,3.122502256758253e-17,120,0.9247693179931957,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,1,16,8,optimal,22,22,23,0.02913177610372757,0.2731320825331419,0.00390625,0.3768901841565966,0.060701904106183556,56,40,22,17,4.163336342344337e-17,120,0.9468468340055551,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,2,16,8,optimal,22,22,23,0.029933057461012675,0.2871715092397071,0.00390625,0.38506773227864177,0.060701904106183556,56,40,22,17,5.551115123125783e-17,120,0.9633713660005014,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,3,16,8,optimal,22,22,23,0.029583031117702618,0.2865292193132428,0.00390625,0.38150796203447196,0.060701904106183556,56,40,22,17,4.85722573273506e-17,120,0.9335638389893575,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,4,16,8,optimal,22,22,23,0.030209678194964985,0.2874749825229161,0.00390625,0.38786736924068266,0.060701904106183556,56,40,22,17,3.122502256758253e-17,120,0.9365705929958494,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,5,16,8,optimal,22,22,23,0.029651799094443737,0.28699520362859565,0.00390625,0.3822088541195745,0.060701904106183556,56,40,22,17,2.0816681711721685e-17,120,0.9530057509982726,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,6,16,8,optimal,22,22,23,0.006678143104804413,0.32229362674223366,0.00390625,0.10166179998014072,0.060701904106183556,56,40,22,17,4.163336342344337e-17,120,0.9175328739947872,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,7,16,8,optimal,22,22,23,0.02960497826522707,0.28667614483011217,0.00390625,0.3817317311434215,0.060701904106183556,56,40,22,17,2.7755575615628914e-17,120,0.9755811149952933,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,8,16,8,optimal,22,22,23,0.030027164012532134,0.2882593184843218,0.00390625,0.3860215150306111,0.060701904106183556,56,40,22,17,4.85722573273506e-17,120,0.920527766997111,0.001571046988829039,0.004175194000708871
evaluation-n8-d1.json,9,16,8,optimal,22,22,23,0.029738806887356965,0.2875881594952926,0.00390625,0.38309458170548916,0.060701904106183556,56,40,22,17,3.469446951953614e-17,120,0.9877238760091132,0.001571046988829039,0.004175194000708871
evaluation-n8-d2.json,0,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,1.0408340855860843e-17,120,1.2923246050049784,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,1,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,9.540979117872439e-18,120,1.2893407499941532,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,2,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,1.734723475976807e-17,120,1.246758723995299,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,3,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,1.1275702593849246e-17,120,1.2154508469975553,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,4,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,9.540979117872439e-18,120,1.2524653720029164,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,5,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,2.0816681711721685e-17,120,1.2512197839969303,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,6,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,1.0408340855860843e-17,120,1.2757996209984412,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,7,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,1.1275702593849246e-17,120,1.2343268200056627,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,8,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,3.122502256758253e-17,120,1.2853339799912646,0.0013811569951940328,0.00355522999598179
evaluation-n8-d2.json,9,16,19,infeasible,,,,0.0,0.0,0.0,0.0,0.0,78,62,34,25,2.42861286636753e-17,118,1.4285685970098712,0.0013811569951940328,0.00355522999598179
